102;230;255
100;230;255
98;230;255
95;231;255
93;231;255
91;231;255
88;232;255
86;232;255
83;232;254
80;233;254
78;233;254
75;233;254
72;234;254
69;234;254
66;234;253
63;235;253
60;235;253
56;236;253
53;236;252
49;236;252
45;237;252
40;237;251
35;237;251
30;238;250
23;238;250
14;238;250
2;239;249
0;239;249
0;239;248
0;239;248
0;240;247
0;240;247
0;240;246
0;241;245
0;241;245
0;241;244
0;242;244
0;242;243
0;242;242
0;243;241
0;243;241
0;243;240
0;243;239
0;244;239
0;244;238
0;244;237
0;245;236
0;245;235
0;245;234
0;245;234
0;246;233
0;246;232
0;246;231
0;246;230
0;247;229
0;247;228
0;247;227
0;247;226
0;248;225
0;248;224
0;248;223
0;248;222
0;249;221
0;249;219
0;249;218
0;249;217
0;249;216
0;250;215
0;250;214
0;250;212
0;250;211
0;250;210
0;251;209
0;251;207
0;251;206
0;251;205
0;251;203
0;252;202
0;252;201
0;252;199
0;252;198
0;252;197
0;252;195
0;253;194
0;253;192
0;253;191
0;253;189
0;253;188
0;253;186
0;254;185
0;254;183
0;254;182
0;254;180
0;254;179
0;254;177
0;254;176
0;254;174
0;254;172
0;255;171
0;255;169
0;255;167
0;255;166
6;255;164
18;255;162
25;255;161
32;255;159
37;255;157
42;255;156
46;255;154
50;255;152
54;255;150
57;255;149
61;255;147
64;255;145
67;255;143
70;255;141
73;255;139
76;255;138
79;255;136
81;255;134
84;255;132
87;255;130
89;255;128
92;255;126
94;255;124
97;255;122
99;255;120
102;255;118
104;255;116
106;255;114
109;255;112
111;255;110
113;255;108
115;255;106
118;255;104
120;255;102
122;255;100
124;255;98
127;255;95
129;255;93
131;255;91
133;255;89
135;255;86
137;255;84
139;255;82
139;255;82
141;255;81
142;255;80
143;254;80
144;254;79
145;254;78
146;254;77
147;254;77
148;254;76
149;253;75
150;253;75
151;253;74
152;253;73
153;253;73
154;252;72
155;252;71
156;252;71
157;252;70
158;252;69
159;252;69
160;251;68
161;251;67
162;251;67
163;251;66
164;251;65
165;250;65
166;250;64
167;250;63
168;250;63
169;250;62
170;249;61
170;249;61
171;249;60
172;249;59
173;249;59
174;248;58
175;248;57
176;248;57
177;248;56
178;248;55
179;247;55
179;247;54
180;247;53
181;247;53
182;247;52
183;246;51
184;246;51
185;246;50
185;246;50
186;245;49
187;245;48
188;245;48
189;245;47
190;245;46
190;244;46
191;244;45
192;244;44
193;244;44
194;244;43
195;243;43
195;243;42
196;243;41
197;243;41
198;242;40
199;242;39
199;242;39
200;242;38
201;242;38
202;241;37
203;241;36
203;241;36
204;241;35
205;240;34
206;240;34
206;240;33
207;240;33
208;240;32
209;239;31
209;239;31
210;239;30
211;239;30
212;238;29
213;238;28
213;238;28
214;238;27
215;237;27
215;237;26
216;237;25
217;237;25
218;236;24
218;236;24
219;236;23
220;236;23
221;236;22
221;235;21
222;235;21
223;235;20
224;235;20
224;234;19
225;234;19
226;234;18
226;234;18
227;233;17
228;233;17
228;233;16
229;233;16
230;232;15
231;232;15
231;232;14
232;232;14
233;231;13
233;231;13
234;231;12
235;231;12
235;230;12
236;230;11
237;230;11
237;230;11
238;229;10
239;229;10
239;229;10
240;229;9
241;228;9
241;228;9
242;228;9
243;227;9
243;227;9
244;227;8
245;227;8
245;226;8
246;226;8
247;226;8
247;226;8
248;225;8
249;225;8
249;225;8
250;225;9
251;224;9
251;224;9
252;224;9
252;223;9
253;223;9
254;223;10
254;223;10
255;222;10
255;222;10
255;222;10
254;221;10
254;221;9
254;220;9
254;219;9
253;219;8
253;218;8
253;218;8
252;217;8
252;217;7
252;216;7
251;215;7
251;215;7
251;214;6
251;214;6
250;213;6
250;212;6
250;212;5
249;211;5
249;211;5
249;210;5
248;210;5
248;209;4
248;208;4
247;208;4
247;207;4
247;207;4
246;206;3
246;206;3
246;205;3
245;204;3
245;204;3
245;203;3
245;203;2
244;202;2
244;202;2
244;201;2
243;200;2
243;200;2
243;199;2
242;199;1
242;198;1
242;198;1
241;197;1
241;196;1
241;196;1
240;195;1
240;195;1
240;194;1
239;194;0
239;193;0
239;193;0
238;192;0
238;191;0
238;191;0
237;190;0
237;190;0
237;189;0
236;189;0
236;188;0
235;187;0
235;187;0
235;186;0
234;186;0
234;185;0
234;185;0
233;184;0
233;184;0
233;183;0
232;182;0
232;182;0
232;181;0
231;181;0
231;180;0
231;180;0
230;179;0
230;179;0
229;178;0
229;177;0
229;177;0
228;176;0
228;176;0
228;175;0
227;175;0
227;174;0
227;174;0
226;173;0
226;173;0
225;172;0
225;171;0
225;171;0
224;170;0
224;170;0
224;169;0
223;169;0
223;168;0
222;168;0
222;167;0
222;167;0
221;166;0
221;166;0
221;165;0
220;164;0
220;164;0
219;163;0
219;163;0
219;162;0
218;162;0
218;161;0
218;161;0
217;160;0
217;160;0
216;159;0
216;159;0
216;158;0
215;157;0
215;157;0
214;156;0
214;156;0
214;155;0
213;155;0
213;154;0
212;154;0
212;153;0
212;153;0
211;152;0
211;152;0
210;151;0
210;151;0
210;150;0
209;150;0
209;149;0
208;149;0
208;148;0
208;147;0
207;147;0
207;146;0
206;146;0
206;145;0
206;145;0
205;144;0
205;144;0
204;143;0
204;143;0
204;143;0
204;142;0
204;142;0
204;141;0
204;140;0
204;140;0
204;139;0
204;138;0
203;138;0
203;137;0
203;137;0
203;136;0
203;135;0
203;135;0
203;134;0
203;133;0
203;133;0
203;132;0
203;131;0
203;131;0
202;130;0
202;130;0
202;129;0
202;128;0
202;128;0
202;127;0
202;126;0
202;126;0
202;125;0
202;124;0
202;124;0
201;123;0
201;123;0
201;122;0
201;121;0
201;121;0
201;120;0
201;119;0
201;119;0
201;118;0
201;117;0
200;117;0
200;116;0
200;115;0
200;115;0
200;114;0
200;113;0
200;113;0
200;112;0
200;111;0
199;111;0
199;110;0
199;109;0
199;109;0
199;108;0
199;107;0
199;107;0
199;106;0
199;105;0
198;105;0
198;104;0
198;103;0
198;103;0
198;102;0
198;101;0
198;101;0
198;100;0
197;99;0
197;99;0
197;98;0
197;97;0
197;97;0
197;96;0
197;95;0
196;95;0
196;94;0
196;93;0
196;92;0
196;92;0
196;91;0
196;90;0
195;90;0
195;89;0
195;88;0
195;88;0
195;87;0
195;86;0
194;85;0
194;85;0
194;84;0
194;83;0
194;83;0
194;82;0
194;81;0
193;80;0
193;80;0
193;79;0
193;78;0
193;77;0
193;77;0
192;76;0
192;75;0
192;74;0
192;74;0
192;73;0
191;72;0
191;71;0
191;70;0
191;70;0
191;69;0
191;68;0
190;67;0
190;67;0
190;66;0
190;65;0
190;64;0
189;63;0
189;62;0
189;62;0
189;61;0
189;60;0
188;59;0
188;58;0
188;57;0
188;57;0
188;56;0
187;55;0
187;54;0
187;53;0
187;52;0
187;51;0
186;50;0
186;49;0
186;48;0
186;47;0
186;46;0
185;45;0
185;44;0
185;43;0
185;42;0
185;41;0
184;40;0
184;39;0
184;38;0
184;37;0
184;37;0
184;36;2
185;34;3
186;33;5
187;32;6
188;31;8
188;29;10
189;28;12
190;26;13
191;25;15
191;23;16
192;21;18
193;19;19
194;17;21
194;15;22
195;12;23
196;9;24
197;6;26
197;3;27
198;0;28
199;0;29
199;0;31
200;0;32
201;0;33
202;0;34
202;0;35
203;0;37
204;0;38
204;0;39
205;0;40
205;0;41
206;0;43
207;0;44
207;0;45
208;0;46
209;0;47
209;0;48
210;0;50
210;0;51
211;0;52
211;0;53
212;0;54
213;0;56
213;0;57
214;0;58
214;0;59
215;0;60
215;0;62
216;0;63
216;0;64
217;0;65
217;0;66
218;0;68
218;0;69
219;0;70
219;0;71
219;0;73
220;0;74
220;0;75
221;0;76
221;0;78
221;0;79
222;0;80
222;0;82
222;0;83
223;0;84
223;0;86
223;0;87
224;0;88
224;0;89
224;0;91
224;0;92
225;0;93
225;0;95
225;0;96
225;0;98
226;0;99
226;0;100
226;0;102
226;0;103
226;0;104
226;0;106
227;0;107
227;0;109
227;0;110
227;0;111
227;0;113
227;0;114
227;0;116
227;0;117
227;0;119
227;0;120
227;0;121
227;0;123
227;0;124
227;0;126
227;0;127
227;0;129
227;0;130
227;0;132
227;0;133
226;0;135
226;0;136
226;0;138
226;0;139
226;0;141
226;0;142
225;0;144
225;0;145
225;0;147
225;0;148
224;0;150
224;0;151
224;0;153
223;0;154
223;0;156
223;0;157
222;0;159
222;0;160
221;0;162
221;0;163
220;0;165
220;0;167
219;0;168
219;0;170
218;0;171
218;0;173
217;0;174
217;0;176
216;0;177
215;0;179
215;0;180
